ma_san_pham,ten_san_pham,gia_ban,gia_goc,hinh_anh
422206060,Tinh Chất Skinceuticals Giảm Mụn & Khuyết Điểm Sau Mụn 30ml,2150000,Không có giá gốc,https://media.hcdn.vn/catalog/product/g/i/giam-mun-v_-khuyet-diem-sau-mun-1708505202_img_380x380_64adc6_fit_center.jpg
422206205,Tẩy Tế Bào Chết Dr.Sera Chiết Xuất Hạt Óc Chó 100ml,224000,229000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-tay-te-bao-chet-dr-sera-chiet-xuat-hat-oc-cho-100ml_img_380x380_64adc6_fit_center.jpg
422211361,Sữa Rửa Mặt Pond,76000,78000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-pond-s-sach-sau-ngua-mun-100g-1708930787_img_380x380_64adc6_fit_center.png
422210591,Dưỡng Chất Vichy Giảm Nếp Nhăn Và Giúp Trẻ Hoá Da 30ml,1125000,1250000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422210591-1695017989_img_380x380_64adc6_fit_center.png
422215244,Bộ Eucerin Kem Dưỡng Ban Đêm 50ml & Sữa Rửa Mặt Giảm Thâm Nám 150g,836000,1419000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-bo-san-pham-eucerin-kem-duong-ban-dem-50ml-sua-rua-mat-sang-da-150g_xpGeXm4yLm1VqJ7L_img_380x380_64adc6_fit_center.png
422227563,[HSD 09/2025] Sữa Rửa Mặt Cho Nam Uno Tạo Bọt Sáng Da Cho Da Sần 130g,68000,119000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-rua-mat-uno-tao-bot-dang-hat-sang-da-cho-da-san-130g-1723534826-1728622799_img_380x380_64adc6_fit_center.jpg
422228269,[HSD 10/2025] [Mua 1 Tặng 1] Eucerin Kem Chống Nắng Dưỡng Sáng + Tặng Tẩy Trang Cấp Ẩm,400000,500000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mua-1-tang-1-eucerin-kem-chong-nang-duong-sang-tang-tay-trang-cap-am-1647413971-1730880424_img_380x380_64adc6_fit_center.jpg
248700098,Xịt Khoáng Naris LIDEE 60ml,695000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-248700098-1728982120_img_380x380_64adc6_fit_center.jpg
422207296,Tinh Chất Chống Nắng Bioré UV Dịu Nhẹ SPF50+ PA++++ 60g,251000,259000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207296-1704171097_img_380x380_64adc6_fit_center.png
422228379,[HSD 10/2025] Lotion Chifure Dưỡng Ẩm Cho Da Dạng Chai 180ml,152000,212000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-lotion-duong-am-chifure-skin-lotion-moisture-dang-chai-180ml-1704686961-1730522161_img_380x380_64adc6_fit_center.jpg
422210945,[Mua 1 Tặng 1] Eucerin Kem Kiểm Soát Nhờn & Giảm Mụn 50ml + Sữa Rửa Mặt Tạo Bọt Dịu Nhẹ 50g,467000,519000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-eucerin-kem-duong-sua-rua-mat-giam-tham-mun-dau-thua_rBV3wVcrMAbsYev3_img_380x380_64adc6_fit_center.png
422207997,Combo 3 Set Tinh Chất Vegick Dưỡng Da 4.5ml,148000,150000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-3-set-tinh-chat-avegick-duong-da-4-5ml-1708752818_img_380x380_64adc6_fit_center.png
331300021,"Kem Chống Nắng Curél Cho Da Khô, Nhạy Cảm SPF 30 PA+++ 30g",470000,508000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-chong-nang-curel-protection-face-cream-spf-30-pa-30g_img_380x380_64adc6_fit_center.jpg
248700039,Sữa Rửa Mặt & Tẩy Trang Naris Cosmetics 120g,295000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-248700039-1729048422_img_380x380_64adc6_fit_center.jpg
331300045,Xịt Dưỡng Da Curél Cấp Ẩm Chuyên Sâu 150g,405000,508000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xit-duong-da-curel-cap-am-chuyen-sau-150g-1717381544_img_380x380_64adc6_fit_center.jpg
422209692,Combo Nerman Sữa Tắm Gội 350ml + Gel Rửa Mặt 100ml + Dung Dịch Vệ Sinh Nam 100ml,457000,467000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209692-1703302522_img_380x380_64adc6_fit_center.png
422205567,Mặt Nạ SexyLook Rong Biển Dưỡng Ẩm Chuyên Sâu 28ml,46000,87500,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-sexylook-rong-bien-cap-am-chuyen-sau-28ml_img_380x380_64adc6_fit_center.jpg
422203920,Kem Dưỡng Hasi Kokeshi Làm Sáng Da Cho Ban Ngày 30g ,198000,300000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-hasi-kokeshi-lam-sang-da-cho-ban-ngay-30g-1707193653_img_380x380_64adc6_fit_center.png
248700081,Nước Dưỡng Da Naris Cosmetics Loại Bỏ Tế Bào Chết 200ml,1095000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-248700081-1693023845_img_380x380_64adc6_fit_center.png
422203539,Sữa Rửa Mặt Care:Nel Hỗ Trợ Se Khít Lỗ Chân Lông 150g,255000,320000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-rua-mat-care-nel-ho-tro-se-khit-lo-chan-long-150g-1729140854_img_380x380_64adc6_fit_center.jpg
422216965,"Combo innisfree Serum 80ml + Kem Dưỡng Trà Xanh Dưỡng Ẩm, Cấp Nước 50ml",1270000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216965-1701856076_img_380x380_64adc6_fit_center.jpg
422207983,Mặt Nạ B.O.M Chiết Xuất Từ 8 Loại Trà Phục Hồi Da 30 Miếng,249000,498000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-b-o-m-chiet-xuat-tu-8-loai-tra-phuc-hoi-da-30-mieng-1723791174_img_380x380_64adc6_fit_center.jpg
422209214,"Kem Dưỡng Ducray Giảm Bóng Nhờn, Se Khít Lỗ Chân Lông 30ml",377000,444000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209214-1704968247_img_380x380_64adc6_fit_center.jpg
422207634,Tẩy Tế Bào Chết Toàn Thân Milaganics Từ Cà Phê 200g (Mới),129000,199000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-tay-te-bao-chet-toan-than-milaganics-tu-ca-phe-200g-moi_MFsGSdLFnPJMnVJ5_img_380x380_64adc6_fit_center.png
422228337,[HSD 10/2025] Nước Tẩy Trang Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 100ml,172000,239000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-gift-nuoc-tay-trang-eucerin-diu-nhe-cho-da-nhay-cam-100ml-1671085574-1709352571-1730779538_img_380x380_64adc6_fit_center.jpg
422225020,[HSD 07/2025] Nước Dưỡng Da Naris Luque Tấy Tế Bào Chết 2in1 200ml,837000,1195000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-nuoc-can-bang-tay-te-bao-chet-naris-cosmetic-200ml-1722996946_img_380x380_64adc6_fit_center.jpg
422206506,Kem Dưỡng MartiDerm Tái Tạo Ban Đêm Cho Da Dầu Mụn 40ml,880000,1100000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-kem-duong-martiderm-tai-tao-ban-dem-cho-da-dau-mun-40ml-1653539380_img_380x380_64adc6_fit_center.jpg
422201365,Lotion Dưỡng Ẩm Freeplus #1 Cho Da Thường & Da Dầu 130ml ,507000,696000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-lotion-freeplus-duong-am-diu-nhe-1-tuoi-mat-da-130ml-1706604644_img_380x380_64adc6_fit_center.jpg
335100008,Kem Rửa Mặt Oxy Tút Sáng Từ Đất Sét Trắng 100g,62000,82000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-335100008-1702352069_img_380x380_64adc6_fit_center.jpg
422208029,[Mini] Sữa Rửa Mặt Milaganics Tràm Trà Nano Nghệ Ngừa Mụn 30ml,35000,36000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-milaganics-sua-rua-mat-tram-tra-nano-nghe-milaganics-30ml-1655455739_img_380x380_64adc6_fit_center.jpg
422209610,Hộp Quà Sunplay Chống Nắng Dưỡng Da 3 Món,291000,363000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209610-1728896136_img_380x380_64adc6_fit_center.jpg
254700011,Mặt Nạ Dermal Chiết Xuất Hoa Hồng Làm Dịu Da 23g,9000,14000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-254700011-1704790092_img_380x380_64adc6_fit_center.png
422228708,[HSD 10/2025] Kem Chống Nắng SVR Làm Giảm Mụn SPF50+ 40ml,360000,530000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-kem-chong-nang-svr-lam-giam-mun-spf50-50ml-mau-moi-1649402223-1731901048_img_380x380_64adc6_fit_center.jpg
345800028,"Kem Dưỡng Some By Mi Ốc Sên Phục Hồi Da, Mờ Thâm Sẹo 60g",343000,445000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-ho-tro-phuc-hoi-da-mo-tham-seo-some-by-mi-60g-1695886376_img_380x380_64adc6_fit_center.jpg
422229136,[HSD 11/2025] Sữa Rửa Mặt Senka Dành Cho Da Mụn 100g,69000,114400,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-rua-mat-senka-danh-cho-da-mun-100g-1694513710-1733208300_img_380x380_64adc6_fit_center.jpg
422228501,[HSD 10/2025] Mặt Nạ I,51000,85000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-i-m-from-chiet-xuat-ngai-cuu-lam-diu-da-20ml-1720088013-1730955200_img_380x380_64adc6_fit_center.jpg
100140073,Mặt Nạ Purederm Chiết Xuất Rong Biển Dưỡng Ẩm Da 23g,16000,20000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-purederm-duong-am-chiet-xuat-rong-bien-23g_img_380x380_64adc6_fit_center.jpg
422227537,[HSD 09/2025] Sữa Chống Nắng Avène Quang Phổ Rộng Cho Da Dầu Mụn 50ml,536000,823000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-chong-nang-avene-quang-pho-rong-cho-da-dau-mun-50ml-1671165082-1728270389_img_380x380_64adc6_fit_center.jpg
223600056,Gel Rửa Mặt Senka Dịu Nhẹ Cho Da Khô & Nhạy Cảm 100g,109000,119000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-223600056-1698745067_img_380x380_64adc6_fit_center.jpg
331300004,Lotion Dưỡng Da Curél Cấp Ẩm Chuyên Sâu II Mức Vừa 150ml ,609000,610000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-331300004-1699351001_img_380x380_64adc6_fit_center.jpg
355900001,Sữa Dưỡng Chateau Rouge Làm Sáng Da Cho Mặt & Cơ Thể 400ml,395000,480000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-duong-sang-da-chateau-rouge-400ml-1660809094_img_380x380_64adc6_fit_center.jpg
422228318,[HSD 10/2025] Hộp Quà Sunplay Chống Nắng Dưỡng Da 3 Món,233000,363000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-hop-qua-sunplay-chong-nang-duong-da-3-mon-1664788243-1730793016_img_380x380_64adc6_fit_center.jpg
422203507,Lotion Hatomugi Ý Dĩ Dưỡng Ẩm Dành Cho Da Khô 500ml,159000,229000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422203507-1695097566_img_380x380_64adc6_fit_center.png
422207008,[Mua 1 Tặng 1] Freeplus Sữa Dưỡng Ẩm Dịu Nhẹ 1 + Sữa Rửa Mặt Dịu Nhẹ,757000,796000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mua-1-tang-1-freeplus-sua-duong-am-diu-nhe-1-tang-sua-rua-mat-diu-nhe-1706596904_img_380x380_64adc6_fit_center.jpg
422211646,Mặt Nạ JMsolution Chiết Xuất Vàng Ngừa Lão Hóa Mắt 90g,422000,650000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211646-1697095418_img_380x380_64adc6_fit_center.jpg
422206142,Kem Chống Nắng d program Dưỡng Da SPF 35 PA+++ 35g,606000,690000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422206142-1705051296_img_380x380_64adc6_fit_center.jpg
422209144,"Mặt Nạ Giấy innisfree Cấp Nước, Sáng Da Từ Hoa Hồng 20ml",27000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209144-1693385868_img_380x380_64adc6_fit_center.png
422208831,Bông Tẩy Trang Ola Dập Viền Cao Cấp 80 Miếng,19000,Không có giá gốc,https://media.hcdn.vn/catalog/product/g/o/google-shopping-bong-tay-trang-ola-dap-vien-cao-cap-80-mieng-1659605924_img_380x380_64adc6_fit_center.jpg
422204278,"Combo La Roche-Posay Làm Sạch Sâu, Giảm Mụn Ngừa Thâm",532000,706000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422204278-1700106432_img_380x380_64adc6_fit_center.png
422201364,Gel Rửa Mặt Freeplus Làm Sạch Dịu Nhẹ Cho Da Dầu 100ml ,384000,448000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-gel-rua-mat-freeplus-lam-sach-diu-nhe-cho-da-dau-100ml-1670561767_img_380x380_64adc6_fit_center.jpg
422229131,[HSD 11/2025] Xịt Khoáng Naris LIDEE 60ml,556000,695000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-xit-khoang-naris-lidee-60ml-1699000666-1733209847_img_380x380_64adc6_fit_center.jpg
422210114,Sữa Rửa Mặt Senz Chiết Xuất Cám Gạo Dưỡng Sáng Da 150ml,94000,125000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-senz-chiet-xuat-cam-gao-duong-sang-da-150ml-1667203570_img_380x380_64adc6_fit_center.jpg
422208760,"Mặt Nạ Pekah Chứa AHA, BHA, PHA Cải Thiện Mụn Ẩn 25ml",30000,39000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-pekah-chua-aha-bha-pha-cai-thien-mun-an-25ml-1658399722_img_380x380_64adc6_fit_center.jpg
422206405,Mặt Nạ Purederm 2 Chức Năng Bùn Đen Và Oxy 20g,38000,40000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-purederm-2-chuc-nang-bun-den-va-oxy-20g-1645496867_img_380x380_64adc6_fit_center.jpg
422201353,Kem Tẩy Trang Freeplus Dưỡng Ẩm Dịu Nhẹ Cho Da 125g  ,368000,497000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-tay-trang-freeplus-duong-am-diu-nhe-cho-da-125g-1706597848_img_380x380_64adc6_fit_center.png
422215930,Combo Cocoon Tẩy Da Chết Toàn Thân & Môi (Không Hộp) Từ Cà Phê Đắk Lắk ,160000,200000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215930-1698215828_img_380x380_64adc6_fit_center.jpg
422205650,Kem Dưỡng By Wishtrend Kết Hợp Tẩy Da Chết Dạng Kem 50ml,289000,495000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205650-1704429804_img_380x380_64adc6_fit_center.png
422209602,"Combo 10 Mặt Nạ BNBG Vita Complex Dưỡng Sáng, Mờ Thâm Nám 30ml",280000,590000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209602-1700815716_img_380x380_64adc6_fit_center.png
422229194,[HSD 11/2025] Sữa Rửa Mặt Freeplus Dưỡng Ẩm Dịu Nhẹ Cho Da 100g,261000,448000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-rua-mat-freeplus-duong-am-diu-nhe-cho-da-100g-1685005711-1733380079_img_380x380_64adc6_fit_center.jpg
422203664,"Serum D-Na Dưỡng Sáng Chuyên Sâu, Mờ Sạm Nám 30g",799000,990000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tinh-chat-d-na-duong-sang-chuyen-sau-mo-sam-nam-30g-1660970568_img_380x380_64adc6_fit_center.jpg
100140075,Mặt Nạ Purederm Chiết Xuất Lô Hội Dưỡng Ẩm Da 23g,16000,20000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-purederm-duong-am-chiet-xuat-lo-hoi-23g-1690960420_img_380x380_64adc6_fit_center.jpg
254700014,Mặt Nạ Dermal Chiết Xuất Lựu Làm Săn Chắc Da 23g,9000,14000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-254700014-1704793788_img_380x380_64adc6_fit_center.png
422207721,Mặt Nạ Banobagi Dưỡng Sáng Và Phục Hồi Da 30g,14000,28000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-banobagi-duong-sang-va-phuc-hoi-da-30g_rv7P2tVSCtCt6VBB_img_380x380_64adc6_fit_center.png
422210110,Nước Tẩy Trang Senz Khổ Qua Giảm Nhờn Cho Da Dầu 50ml,40000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-tay-trang-senz-tu-kho-qua-thu-nho-lo-chan-long-50ml-1711968025_img_380x380_64adc6_fit_center.jpg
308500031,Tinh Dầu Naruko Tràm Trà Làm Giảm Mụn Viêm Sưng 10ml,215000,289000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-308500031-1697790210_img_380x380_64adc6_fit_center.png
214000012,"Dung Dịch Melano CC Dưỡng Sáng Da, Mờ Thâm Nám 170ml",189000,350000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-dung-dich-melano-cc-duong-sang-da-mo-tham-nam-170ml-1709711131_img_380x380_64adc6_fit_center.jpg
231300027,"Mặt Nạ Purita Chiết Xuất Xoài Dưỡng Ẩm, Làm Mềm Da 22g",15000,20000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-giay-purita-chiet-xuat-tu-xoai-22g-1_img_380x380_64adc6_fit_center.jpg
422229055,[HSD 08/2025] Mặt Nạ Đen Sexylook Hoa Cúc Giảm Mụn Sáng Da 28ml,17000,60000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-den-sexy-look-lam-sang-da-giam-mun-28ml-1646184212-1732872075_img_380x380_64adc6_fit_center.jpg
422227607,[HSD 09/2025] Nước Xịt Khoáng Bio-essence Dưỡng Da Ẩm Mượt Mịn Màng 300ml,223000,412000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-hsd-09-2025-nuoc-xit-khoang-bio-essence-duong-da-am-muot-min-mang-300ml-1728382000_img_380x380_64adc6_fit_center.jpg
422207719,Mặt Nạ Banobagi Dưỡng Sáng & Bổ Sung Collagen Tế Bào Gốc 30g,14000,28000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-banobagi-bo-sung-collagen-te-bao-goc-30g_AvBVmegipuZer2GQ_img_380x380_64adc6_fit_center.png
204900018,Sữa Rửa Mặt La Roche-Posay Cho Da Hỗn Hợp Rất Nhạy Cảm 50ml,236000,262000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-204900018-1700191815_img_380x380_64adc6_fit_center.jpg
422229018,[HSD 10/2025] Serum Garnier Tăng Cường Sáng Da Mờ Thâm 30ml,169000,309000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-tinh-chat-garnier-tang-cuong-sang-da-mo-tham-30ml-1732330777-1732775078_img_380x380_64adc6_fit_center.jpg
422207095,Toner B.O.M Tinh Chất Tía Tô Kháng Viêm Ngừa Lão Hoá 50ml,100000,199000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422207095-1695612240_img_380x380_64adc6_fit_center.jpg
422201362,Bộ Dưỡng Freeplus Dưỡng Ẩm Dịu Nhẹ Set 2 (40ml+15ml) ,329000,348000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-bo-duong-freeplus-duong-am-diu-nhe-set-2-40ml-15ml-1706604514_img_380x380_64adc6_fit_center.png
422201770,Mặt Nạ May Island Tinh Chất Hồng Sâm Ngừa Lão Hóa 25ml,9000,14000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-may-island-tinh-chat-hong-sam-ngua-lao-hoa-25ml_img_380x380_64adc6_fit_center.jpg
254700004,Mặt Nạ Dermal Chiết Xuất Rong Biển Dưỡng Ẩm Da 23g,9000,14000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-254700004-1704794680_img_380x380_64adc6_fit_center.jpg
422205330,"Combo La Roche-Posay Giảm Mụn, Ngừa Thâm Cho Da Dầu",349000,541000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422205330-1700103692_img_380x380_64adc6_fit_center.png
422228351,[HSD 10/2025] Kem Dưỡng Ẩm Chifure Essential Cream N Dạng Hũ 30g,276000,385000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-kem-duong-am-chifure-essential-cream-n-dang-hu-30g-1730712508_img_380x380_64adc6_fit_center.jpg
422226085,"[HSD 08/2025] Sữa Chống Nắng Naris Dưỡng Sáng, Nâng Tone Da 40g",500000,695000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-hsd-08-2025-sua-chong-nang-naris-duong-sang-nang-tone-da-40g-1725956182_img_380x380_64adc6_fit_center.jpg
422201767,Mặt Nạ May Island Tinh Chất Trà Xanh Làm Dịu Da 25ml,9000,14000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-may-island-tinh-chat-tra-xanh-lam-diu-da-25ml_img_380x380_64adc6_fit_center.jpg
422210258,Mặt Nạ Purederm Dưỡng Da Chiết Xuất Việt Quất 18g,19000,20000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-purederm-duong-da-chiet-xuat-viet-quat-18g-1669949544_img_380x380_64adc6_fit_center.jpg
422206769,Bông Tẩm Dung Dịch Tẩy Trang & Rửa Mặt Purederm 1 Miếng,13000,14000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-pad-purederm-tam-dung-dich-tay-trang-va-rua-mat-1645498913_img_380x380_64adc6_fit_center.jpg
422209650,"[Mini] Toner Derladie Cây Phỉ Ngừa Mụn, Làm Sạch Da 100ml",49000,80000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mini-toner-derladie-cay-phi-ngua-mun-lam-sach-da-100ml-1699325882_img_380x380_64adc6_fit_center.jpg
422229122,[HSD 11/2025] Gel Dưỡng Ẩm Ban Đêm Paula’s Choice Cho Da Mềm Mịn 60ml,648000,899000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-gel-duong-am-ban-dem-paula-s-choice-cho-da-mem-min-60ml-1-1733210773_img_380x380_64adc6_fit_center.jpg
422229195,[HSD 11/2025] Dầu Tẩy Trang Freeplus Tinh Chất Serum Dịu Nhẹ 100ml,289000,497000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-dau-tay-trang-freeplus-tinh-chat-serum-diu-nhe-100ml-2-1733379878_img_380x380_64adc6_fit_center.jpg
422208825,[Mini] Combo 3 Serum Bio-essence Cao Cấp Thúc Đẩy Dưỡng Sáng Da 30ml,325000,360000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422208825-1702088337_img_380x380_64adc6_fit_center.png
422208863,Kem Dưỡng Bio-essence Làm Giảm Đốm Nâu & Sáng Da 25g,336000,449000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422208863-1702030011_img_380x380_64adc6_fit_center.png
422218609,Dầu Dưỡng Khô Nuxe Đa Năng Hương Hoa 100ml,787000,985000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-dau-duong-kho-nuxe-da-nang-huong-hoa-100ml-1709870078_img_380x380_64adc6_fit_center.jpg
422205107,Tẩy Da Chết It,139000,185000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tay-da-chet-it-s-skin-chiet-xuat-trai-chanh-120ml-1708050737_img_380x380_64adc6_fit_center.png
422211973,"Kem Dưỡng Tenamyd Cấp Ẩm, Phục Hồi Và Làm Dịu Da 50g",429000,Không có giá gốc,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211973-1695349930_img_380x380_64adc6_fit_center.png
419200016,Nước Cân Bằng d program Cho Da Khô Nhạy Cảm 125ml,669000,790000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-419200016-1705111993_img_380x380_64adc6_fit_center.jpg
422200003,Kem Dưỡng Sur.Medic+ Nâng Tông & Làm Sáng Da 40ml,184000,365000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422200003-1704426319_img_380x380_64adc6_fit_center.png
422226174,[HSD 08/2025] Mặt Nạ JMsolution Hoa Hồng Làm Săn Chắc Da 30ml,18000,39000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-jmsolution-duong-san-chac-da-chiet-xuat-hoa-hong-30ml-1669627524-1725936644_img_380x380_64adc6_fit_center.jpg
422210383,Mặt Nạ JMsolution Hoa Cúc Alaska Cấp Ẩm Chuyên Sâu 30ml,22000,39000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422210383-1697167543_img_380x380_64adc6_fit_center.png
422201355,Sữa Dưỡng Ẩm Freeplus Dịu Nhẹ #2 Ẩm Mượt Da 100ml ,580000,796000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-duong-am-freeplus-diu-nhe-2-am-muot-da-100ml-1706598735_img_380x380_64adc6_fit_center.jpg
422202761,Mặt Nạ Pure Smile Chiết Xuất Sữa & Dâu Tây Sáng Da 23ml,69000,Không có giá gốc,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-duong-da-pure-smile-chiet-xuat-sua-va-dau-tay-23ml_img_380x380_64adc6_fit_center.jpg
223600017,Sữa Rửa Mặt Senka Tẩy Trang 2 Trong 1 120g,112000,119000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-223600017-1698803917_img_380x380_64adc6_fit_center.jpg
422210256,Mặt Nạ Purederm Dưỡng Da Chiết Xuất Hoa Cúc 18g,19000,20000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mat-na-purederm-duong-da-chiet-xuat-hoa-cuc-18g-1726888465_img_380x380_64adc6_fit_center.jpg
422209267,Sữa Rửa Mặt Avander Tảo Biển Dưỡng Ẩm Sáng Da 100g,69000,89000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209267-1703221134_img_380x380_64adc6_fit_center.png
422225975,"[HSD 08/2025] Serum D-Na Dưỡng Sáng Chuyên Sâu, Mờ Sạm Nám 30g",640000,990000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-tinh-chat-d-na-duong-sang-chuyen-sau-mo-sam-nam-30g-1725440556_img_380x380_64adc6_fit_center.jpg
422206770,"Mặt Nạ Purederm Dạng Gel 2 Bước Làm Sáng, Mềm Mịn 33g",66000,70000,https://media.hcdn.vn/catalog/product/g/o/google-shopping-mat-na-purederm-dang-gel-2-buoc-lam-sang-mem-min-30g-1645494743_img_380x380_64adc6_fit_center.jpg
422205747,Kem Dưỡng Ẩm Cetaphil Làm Sáng Da Ban Đêm 50g,647000,721000,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-duong-am-cetaphil-duong-sang-da-cho-ban-dem-50g_99jgxHcw4LsPNjtP_img_380x380_64adc6_fit_center.png
422211128,Mặt Nạ Giấy innisfree Dưỡng Ẩm Và Dịu Da Từ Rau Má 22ml,26000,27000,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211128-1693303381_img_380x380_64adc6_fit_center.png
